0.5 0.5 490.443685314502 98.452134474268 36.5189341215009
0.5 1 490.443685314502 98.452134474268 36.5189341215009
0.5 1.5 490.443685314502 98.452134474268 36.5189341215009
0.5 2 490.443685314502 98.452134474268 36.5189341215009
0.5 2.5 490.443685314502 98.452134474268 36.5189341215009
0.5 3 490.443685314502 98.452134474268 36.5189341215009
1 0.5 490.443685314502 98.452134474268 36.5189341215009
1 1 490.443685314502 98.452134474268 36.5189341215009
1 1.5 490.443685314502 98.452134474268 36.5189341215009
1 2 490.443685314502 98.452134474268 36.5189341215009
1 2.5 490.443685314502 98.452134474268 36.5189341215009
1 3 490.443685314502 98.452134474268 36.5189341215009
1.5 0.5 490.443685314502 98.452134474268 36.5189341215009
1.5 1 490.443685314502 98.452134474268 36.5189341215009
1.5 1.5 490.443685314502 98.452134474268 36.5189341215009
1.5 2 490.443685314502 98.452134474268 36.5189341215009
1.5 2.5 490.443685314502 98.452134474268 36.5189341215009
1.5 3 490.443685314502 98.452134474268 36.5189341215009
2 0.5 490.443685314502 98.452134474268 36.5189341215009
2 1 490.443685314502 98.452134474268 36.5189341215009
2 1.5 490.443685314502 98.452134474268 36.5189341215009
2 2 490.443685314502 98.452134474268 36.5189341215009
2 2.5 490.443685314502 98.452134474268 36.5189341215009
2 3 490.443685314502 98.452134474268 36.5189341215009
2.5 0.5 490.443685314502 98.452134474268 36.5189341215009
2.5 1 490.443685314502 98.452134474268 36.5189341215009
2.5 1.5 490.443685314502 98.452134474268 36.5189341215009
2.5 2 490.443685314502 98.452134474268 36.5189341215009
2.5 2.5 490.443685314502 98.452134474268 36.5189341215009
2.5 3 490.443685314502 98.452134474268 36.5189341215009
3 0.5 490.443685314502 98.452134474268 36.5189341215009
3 1 490.443685314502 98.452134474268 36.5189341215009
3 1.5 490.443685314502 98.452134474268 36.5189341215009
3 2 490.443685314502 98.452134474268 36.5189341215009
3 2.5 490.443685314502 98.452134474268 36.5189341215009
3 3 490.443685314502 98.452134474268 36.5189341215009
