   Step           Lx          Atoms         Temp          PotEng           Lx             Ly             Lz           Press           Pxx            Pyy            Pzz      
     19600   9.2274369             64   280.43113     -470.15584      9.2274369      9.2274369      9.2274369      7079.6843      4868.6139      5765.2265      10605.213    
     19700   9.2271375             64   299.94988     -470.2924       9.2271375      9.2271375      9.2271375      6405.663       5585.9668      6797.2974      6833.7249    
     19800   9.2268546             64   331.84997     -470.61193      9.2268546      9.2268546      9.2268546      5680.9679      5848.7413      2676.8131      8517.3494    
     19900   9.2265882             64   315.47857     -470.44819      9.2265882      9.2265882      9.2265882      6203.9653      4673.9035      5951.563       7986.4294    
     20000   9.2263387             64   308.47851     -470.39669      9.2263387      9.2263387      9.2263387      5875.0656      4973.8262      5670.3867      6980.984     
     20100   9.226107              64   291.89844     -470.21867      9.226107       9.226107       9.226107       7506.4528      5216.1622      9287.3405      8015.8556    
     20200   9.2258937             64   274.86823     -470.04931      9.2258937      9.2258937      9.2258937      7139.2231      6909.6364      8828.5853      5679.4476    
     20300   9.2256998             64   300.10092     -470.25382      9.2256998      9.2256998      9.2256998      6468.0206      4740.4563      7721.0938      6942.5118    
     20400   9.2255251             64   303.88306     -470.27732      9.2255251      9.2255251      9.2255251      7999.562       5855.9607      11068.874      7073.851     
     20500   9.2253704             64   285.3546      -470.08934      9.2253704      9.2253704      9.2253704      8195.2746      8530.4054      9473.8364      6581.582     
